date,hotel_id,hotel_name,city,country,available_rooms,occupied_rooms,adr_usd,revpar_usd,total_room_revenue_usd,guest_satisfaction_score,complaint_resolution_time_hours,checkin_time_minutes,checkout_time_minutes,housekeeping_turnover_time_min,staff_to_guest_ratio,energy_consumption_per_room_kwh,year,month,month_name,day,day_of_week,is_weekend,occupancy_rate,revenue_per_occupied_room,revenue_efficiency_index
2025-03-13,MIL006,Darling Harbour,Sydney,Australia,560,352,221.46,139.2,77953.92,8.3,2.4,9.9,5.2,28,0.25,42.7,2025,3,March,13,Thursday,0,0.6285714285714286,221.46,0.6285559468978595
2025-03-13,MIL007,La Défense,Paris,France,480,437,269.47,245.33,117758.39,8.6,1.3,10.4,5.7,29,0.27,38.6,2025,3,March,13,Thursday,0,0.9104166666666667,269.46999999999997,0.9104167439789216
2025-03-13,MIL008,Mitte,Berlin,Germany,390,370,336.01,318.78,124323.7,9.7,2.2,9.8,5.3,32,0.26,42.0,2025,3,March,13,Thursday,0,0.9487179487179487,336.01,0.9487217642332073
2025-03-13,MIL009,Orchard Road,Singapore,Singapore,610,445,319.76,233.27,142293.2,8.1,3.3,7.7,6.7,28,0.24,40.4,2025,3,March,13,Thursday,0,0.7295081967213115,319.76000000000005,0.7295158869151864
2025-03-13,MIL010,Union Square,San Francisco,USA,450,369,263.4,215.99,97194.6,9.3,3.3,8.2,6.0,29,0.28,38.2,2025,3,March,13,Thursday,0,0.82,263.40000000000003,0.8200075930144268
2025-03-14,MIL001,Times Square,New York,USA,650,509,291.05,227.91,148144.45,9.4,1.5,8.7,4.6,32,0.23,37.6,2025,3,March,14,Friday,0,0.7830769230769231,291.05,0.7830613296684418
2025-03-14,MIL002,Marina Bay,Singapore,Singapore,720,611,215.9,183.22,131914.9,7.5,2.6,6.3,6.0,29,0.27,41.7,2025,3,March,14,Friday,0,0.8486111111111111,215.89999999999998,0.848633626679018
2025-03-14,MIL003,Downtown Chicago,Chicago,USA,420,396,277.6,261.74,109929.6,9.4,2.2,8.2,6.4,28,0.27,41.6,2025,3,March,14,Friday,0,0.9428571428571428,277.6,0.9428674351585014
2025-03-14,MIL004,Hyde Park,London,UK,510,360,235.11,165.96,84639.6,8.5,1.4,10.2,6.6,29,0.25,41.3,2025,3,March,14,Friday,0,0.7058823529411765,235.11,0.7058823529411765
2025-03-14,MIL005,Shinjuku,Tokyo,Japan,680,558,247.55,203.14,138132.9,8.8,1.8,6.3,4.6,30,0.29,39.7,2025,3,March,14,Friday,0,0.8205882352941176,247.54999999999998,0.820601898606342
2025-03-14,MIL006,Darling Harbour,Sydney,Australia,560,462,278.84,230.04,128824.08,8.8,2.1,6.9,6.1,37,0.28,36.6,2025,3,March,14,Friday,0,0.825,278.84000000000003,0.8249892411418736
2025-03-14,MIL007,La Défense,Paris,France,480,406,339.49,287.15,137832.94,9.3,2.1,8.2,4.7,30,0.25,44.5,2025,3,March,14,Friday,0,0.8458333333333333,339.49,0.8458275648767267
2025-03-14,MIL008,Mitte,Berlin,Germany,390,307,245.58,193.32,75393.06,7.6,2.7,6.7,6.0,35,0.29,41.6,2025,3,March,14,Friday,0,0.7871794871794872,245.57999999999998,0.787197654532128
2025-03-14,MIL009,Orchard Road,Singapore,Singapore,610,426,276.51,193.1,117793.26,8.3,3.3,9.2,6.8,30,0.26,41.6,2025,3,March,14,Friday,0,0.6983606557377049,276.51,0.6983472568804021
2025-03-14,MIL010,Union Square,San Francisco,USA,450,389,244.71,211.54,95192.19,8.8,3.4,10.0,5.3,36,0.26,40.2,2025,3,March,14,Friday,0,0.8644444444444445,244.71,0.8644518000899023
2025-03-15,MIL001,Times Square,New York,USA,650,556,181.57,155.31,100952.92,8.3,2.6,9.1,6.6,28,0.29,40.1,2025,3,March,15,Saturday,1,0.8553846153846154,181.57,0.8553725835765821
2025-03-15,MIL002,Marina Bay,Singapore,Singapore,720,674,220.59,206.5,148677.66,8.2,2.3,10.0,5.6,35,0.23,40.3,2025,3,March,15,Saturday,1,0.9361111111111111,220.59,0.9361258443265787
2025-03-15,MIL003,Downtown Chicago,Chicago,USA,420,327,193.47,150.63,63264.69,8.4,3.0,9.5,5.2,37,0.27,39.4,2025,3,March,15,Saturday,1,0.7785714285714286,193.47,0.7785703209799969
2025-03-15,MIL004,Hyde Park,London,UK,510,324,372.38,236.57,120651.12,8.7,2.5,8.2,6.0,29,0.29,40.9,2025,3,March,15,Saturday,1,0.6352941176470588,372.38,0.6352919061174069
2025-03-15,MIL005,Shinjuku,Tokyo,Japan,680,554,237.56,193.54,131608.24,8.1,2.4,6.5,7.3,29,0.24,39.7,2025,3,March,15,Saturday,1,0.8147058823529412,237.55999999999997,0.8146994443509008
2025-03-15,MIL006,Darling Harbour,Sydney,Australia,560,417,316.48,235.66,131972.16,8.4,2.2,6.8,5.3,33,0.23,41.5,2025,3,March,15,Saturday,1,0.7446428571428572,316.48,0.744628412537917
2025-03-15,MIL007,La Défense,Paris,France,480,456,283.58,269.4,129312.48,8.5,3.3,10.4,7.1,29,0.3,39.8,2025,3,March,15,Saturday,1,0.95,283.58,0.9499964736582269
2025-03-15,MIL008,Mitte,Berlin,Germany,390,275,258.85,182.52,71183.75,8.6,1.3,8.4,5.5,32,0.27,43.8,2025,3,March,15,Saturday,1,0.7051282051282052,258.85,0.7051187946687271
2025-03-15,MIL009,Orchard Road,Singapore,Singapore,610,428,345.44,242.37,147848.32,8.8,1.9,6.2,6.5,36,0.23,43.3,2025,3,March,15,Saturday,1,0.7016393442622951,345.44,0.7016269106067624
2025-03-15,MIL010,Union Square,San Francisco,USA,450,304,280.27,189.34,85202.08,8.5,1.9,8.5,4.7,28,0.28,40.0,2025,3,March,15,Saturday,1,0.6755555555555556,280.27,0.6755628501088237
2025-03-16,MIL001,Times Square,New York,USA,650,457,232.83,163.7,106403.31,8.4,2.3,7.6,5.5,37,0.27,36.2,2025,3,March,16,Sunday,1,0.703076923076923,232.82999999999998,0.7030880900227633
2025-03-16,MIL002,Marina Bay,Singapore,Singapore,720,474,306.03,201.47,145058.22,8.6,1.9,6.4,6.8,34,0.27,36.5,2025,3,March,16,Sunday,1,0.6583333333333333,306.03000000000003,0.6583341502467079
2025-03-16,MIL003,Downtown Chicago,Chicago,USA,420,341,215.33,174.83,73427.53,8.7,2.5,7.3,7.3,36,0.28,36.7,2025,3,March,16,Sunday,1,0.8119047619047619,215.32999999999998,0.8119165931361166
2025-03-16,MIL004,Hyde Park,London,UK,510,323,259.19,164.15,83718.37,8.1,1.6,10.4,5.0,32,0.25,41.8,2025,3,March,16,Sunday,1,0.6333333333333333,259.19,0.6333191866970177
2025-03-16,MIL005,Shinjuku,Tokyo,Japan,680,517,213.1,162.02,110172.7,9.0,1.3,10.1,7.0,30,0.28,36.3,2025,3,March,16,Sunday,1,0.7602941176470588,213.1,0.7603003284842798
2025-03-16,MIL006,Darling Harbour,Sydney,Australia,560,418,261.32,195.06,109231.76,9.0,1.9,7.6,4.7,37,0.22,41.9,2025,3,March,16,Sunday,1,0.7464285714285714,261.32,0.7464411449563754
2025-03-16,MIL007,La Défense,Paris,France,480,404,256.4,215.8,103585.6,8.8,2.3,9.2,4.7,29,0.24,42.6,2025,3,March,16,Sunday,1,0.8416666666666667,256.40000000000003,0.8416536661466459
2025-03-16,MIL008,Mitte,Berlin,Germany,390,240,273.86,168.53,65726.4,7.9,1.7,9.9,7.3,33,0.25,38.1,2025,3,March,16,Sunday,1,0.6153846153846154,273.85999999999996,0.6153874242313591
2025-03-16,MIL009,Orchard Road,Singapore,Singapore,610,503,354.42,292.25,178273.26,8.6,2.8,8.2,6.0,30,0.26,40.2,2025,3,March,16,Sunday,1,0.8245901639344262,354.42,0.8245866486089949
2025-03-16,MIL010,Union Square,San Francisco,USA,450,377,273.39,229.04,103068.03,8.8,2.0,6.2,6.0,33,0.23,42.8,2025,3,March,16,Sunday,1,0.8377777777777777,273.39,0.8377775339258934
2025-03-17,MIL001,Times Square,New York,USA,650,526,249.28,201.73,131121.28,8.5,2.4,9.8,5.9,31,0.26,41.2,2025,3,March,17,Monday,0,0.8092307692307692,249.28,0.8092506418485237
2025-03-17,MIL002,Marina Bay,Singapore,Singapore,720,684,309.64,294.16,211793.76,9.6,1.4,8.7,4.9,28,0.26,39.6,2025,3,March,17,Monday,0,0.95,309.64,0.9500064591138097
2025-03-17,MIL003,Downtown Chicago,Chicago,USA,420,293,267.93,186.91,78503.49,8.0,3.5,8.5,6.6,31,0.23,44.8,2025,3,March,17,Monday,0,0.6976190476190476,267.93,0.6976075840704662
2025-03-17,MIL004,Hyde Park,London,UK,510,384,233.14,175.54,89525.76,7.7,2.7,6.1,6.9,33,0.24,36.6,2025,3,March,17,Monday,0,0.7529411764705882,233.14,0.752938148751823
2025-03-17,MIL005,Shinjuku,Tokyo,Japan,680,455,296.92,198.67,135098.6,8.8,2.5,7.8,5.6,30,0.27,44.7,2025,3,March,17,Monday,0,0.6691176470588235,296.92,0.6691027886299339
2025-03-17,MIL006,Darling Harbour,Sydney,Australia,560,413,276.13,203.65,114041.69,8.0,2.2,8.0,5.3,36,0.26,40.9,2025,3,March,17,Monday,0,0.7375,276.13,0.7375149386158694
2025-03-17,MIL007,La Défense,Paris,France,480,330,234.56,161.26,77404.8,8.8,1.7,9.1,5.7,32,0.26,39.3,2025,3,March,17,Monday,0,0.6875,234.56,0.6875
2025-03-17,MIL008,Mitte,Berlin,Germany,390,285,246.46,180.11,70241.1,8.3,2.7,9.0,5.4,32,0.24,37.9,2025,3,March,17,Monday,0,0.7307692307692307,246.46,0.7307879574778869
2025-03-17,MIL009,Orchard Road,Singapore,Singapore,610,435,228.6,163.02,99441.0,8.3,2.7,6.3,4.9,34,0.25,42.4,2025,3,March,17,Monday,0,0.7131147540983607,228.6,0.7131233595800526
2025-03-17,MIL010,Union Square,San Francisco,USA,450,333,187.2,138.53,62337.6,8.9,2.7,6.5,6.1,32,0.24,41.4,2025,3,March,17,Monday,0,0.74,187.2,0.7400106837606838
2025-03-18,MIL001,Times Square,New York,USA,650,410,335.25,211.47,137452.5,8.3,2.3,7.7,7.2,31,0.25,39.5,2025,3,March,18,Tuesday,0,0.6307692307692307,335.25,0.6307829977628635
2025-03-18,MIL002,Marina Bay,Singapore,Singapore,720,501,280.29,195.04,140425.29,9.3,2.6,7.5,7.0,28,0.29,40.6,2025,3,March,18,Tuesday,0,0.6958333333333333,280.29,0.6958507260337506
2025-03-18,MIL003,Downtown Chicago,Chicago,USA,420,324,146.5,113.01,47466.0,8.6,2.0,6.6,5.8,32,0.25,42.1,2025,3,March,18,Tuesday,0,0.7714285714285715,146.5,0.7713993174061434
2025-03-18,MIL004,Hyde Park,London,UK,510,451,282.76,250.05,127524.76,8.6,2.6,9.6,4.8,31,0.25,41.1,2025,3,March,18,Tuesday,0,0.884313725490196,282.76,0.8843188569811855
2025-03-18,MIL005,Shinjuku,Tokyo,Japan,680,574,210.54,177.72,120849.96,9.5,1.5,6.6,6.2,37,0.25,38.9,2025,3,March,18,Tuesday,0,0.8441176470588235,210.54000000000002,0.8441151325163865
2025-03-18,MIL006,Darling Harbour,Sydney,Australia,560,445,290.26,230.65,129165.7,8.8,3.1,10.5,4.6,29,0.27,43.4,2025,3,March,18,Tuesday,0,0.7946428571428571,290.26,0.7946323985392407
2025-03-18,MIL007,La Défense,Paris,France,480,327,224.18,152.72,73306.86,8.8,2.5,9.3,5.6,34,0.27,40.9,2025,3,March,18,Tuesday,0,0.68125,224.18,0.6812382906592916
2025-03-18,MIL008,Mitte,Berlin,Germany,390,213,200.56,109.54,42719.28,9.2,1.4,6.5,5.2,33,0.29,42.3,2025,3,March,18,Tuesday,0,0.5461538461538461,200.56,0.5461707219784603
2025-03-18,MIL009,Orchard Road,Singapore,Singapore,610,439,312.47,224.88,137174.33,7.7,1.6,6.3,6.3,37,0.23,36.4,2025,3,March,18,Tuesday,0,0.719672131147541,312.46999999999997,0.7196850897686177
2025-03-18,MIL010,Union Square,San Francisco,USA,450,283,227.75,143.23,64453.25,9.2,3.1,9.2,7.3,32,0.27,40.2,2025,3,March,18,Tuesday,0,0.6288888888888889,227.75,0.6288913282107573
2025-03-19,MIL001,Times Square,New York,USA,650,454,354.74,247.77,161051.96,8.7,2.4,9.6,6.7,34,0.23,42.5,2025,3,March,19,Wednesday,0,0.6984615384615385,354.74,0.6984552066302081
2025-03-19,MIL002,Marina Bay,Singapore,Singapore,720,462,303.91,195.01,140406.42,8.7,3.3,6.2,7.0,28,0.25,40.9,2025,3,March,19,Wednesday,0,0.6416666666666667,303.91,0.6416702313184823
2025-03-19,MIL003,Downtown Chicago,Chicago,USA,420,346,231.26,190.51,80015.96,9.7,3.3,9.2,6.5,31,0.22,37.1,2025,3,March,19,Wednesday,0,0.8238095238095238,231.26000000000002,0.8237914036149788
2025-03-19,MIL004,Hyde Park,London,UK,510,429,349.61,294.08,149982.69,8.9,2.2,9.3,6.1,28,0.24,43.6,2025,3,March,19,Wednesday,0,0.8411764705882353,349.61,0.8411658705414604
2025-03-19,MIL005,Shinjuku,Tokyo,Japan,680,566,273.79,227.89,154965.14,8.1,2.5,10.1,5.5,34,0.24,41.6,2025,3,March,19,Wednesday,0,0.8323529411764706,273.79,0.8323532634500894
2025-03-19,MIL006,Darling Harbour,Sydney,Australia,560,465,209.87,174.27,97589.55,8.3,1.9,6.8,7.2,31,0.24,40.0,2025,3,March,19,Wednesday,0,0.8303571428571429,209.87,0.8303711821603851
2025-03-19,MIL007,La Défense,Paris,France,480,429,222.33,198.71,95379.57,8.7,3.2,8.5,5.0,34,0.26,41.9,2025,3,March,19,Wednesday,0,0.89375,222.33,0.8937615256600548
2025-03-19,MIL008,Mitte,Berlin,Germany,390,321,253.37,208.54,81331.77,9.3,3.3,9.4,6.0,34,0.25,44.9,2025,3,March,19,Wednesday,0,0.823076923076923,253.37,0.8230650826854008
2025-03-19,MIL009,Orchard Road,Singapore,Singapore,610,456,265.25,198.29,120954.0,9.3,1.3,6.1,5.9,31,0.26,38.4,2025,3,March,19,Wednesday,0,0.7475409836065574,265.25,0.7475589066918001
2025-03-19,MIL010,Union Square,San Francisco,USA,450,283,282.61,177.73,79978.63,8.2,2.4,6.9,5.5,33,0.23,37.3,2025,3,March,19,Wednesday,0,0.6288888888888889,282.61,0.6288878666713845
2025-03-20,MIL001,Times Square,New York,USA,650,560,296.78,255.69,166196.8,9.3,2.3,8.9,4.6,34,0.28,40.5,2025,3,March,20,Thursday,0,0.8615384615384616,296.78,0.8615472740750725
2025-03-20,MIL002,Marina Bay,Singapore,Singapore,720,649,199.47,179.8,129456.03,8.2,2.7,9.1,7.1,31,0.28,41.1,2025,3,March,20,Thursday,0,0.9013888888888889,199.47,0.9013886800020053
2025-03-20,MIL005,Shinjuku,Tokyo,Japan,680,569,192.11,160.75,109310.59,8.8,2.2,9.1,5.5,30,0.3,42.8,2025,3,March,20,Thursday,0,0.836764705882353,192.10999999999999,0.83676018947478
2025-03-20,MIL006,Darling Harbour,Sydney,Australia,560,462,199.85,164.88,92330.7,9.5,1.3,6.1,6.2,35,0.26,43.6,2025,3,March,20,Thursday,0,0.825,199.85,0.8250187640730547
2025-03-20,MIL007,La Défense,Paris,France,480,369,245.01,188.35,90408.69,8.5,1.4,10.3,5.2,37,0.25,44.9,2025,3,March,20,Thursday,0,0.76875,245.01000000000002,0.768744132892535
2025-03-20,MIL008,Mitte,Berlin,Germany,390,243,293.54,182.9,71330.22,8.8,1.2,9.4,7.2,29,0.23,39.8,2025,3,March,20,Thursday,0,0.6230769230769231,293.54,0.6230837364584043
2025-03-20,MIL009,Orchard Road,Singapore,Singapore,610,480,293.22,230.73,140745.6,8.0,1.2,9.6,4.8,34,0.29,37.9,2025,3,March,20,Thursday,0,0.7868852459016393,293.22,0.7868835686515243
2025-03-20,MIL010,Union Square,San Francisco,USA,450,354,233.55,183.73,82676.7,8.8,2.6,6.7,6.7,31,0.26,41.4,2025,3,March,20,Thursday,0,0.7866666666666666,233.54999999999998,0.7866837936202097
2025-03-21,MIL001,Times Square,New York,USA,650,541,227.3,189.18,122969.3,9.3,1.6,9.1,4.9,32,0.24,42.7,2025,3,March,21,Friday,0,0.8323076923076923,227.3,0.8322921249450066
2025-03-21,MIL002,Marina Bay,Singapore,Singapore,720,470,284.84,185.94,133874.8,8.5,3.3,6.9,6.3,28,0.25,42.4,2025,3,March,21,Friday,0,0.6527777777777778,284.84,0.6527875298413145
2025-03-21,MIL003,Downtown Chicago,Chicago,USA,420,376,327.41,293.11,123106.16,8.2,1.4,9.2,6.0,35,0.24,38.9,2025,3,March,21,Friday,0,0.8952380952380953,327.41,0.8952383861213769
2025-03-21,MIL004,Hyde Park,London,UK,510,323,309.05,195.73,99823.15,8.4,3.3,8.3,5.9,28,0.29,36.1,2025,3,March,21,Friday,0,0.6333333333333333,309.04999999999995,0.6333279404627082
2025-03-21,MIL005,Shinjuku,Tokyo,Japan,680,529,290.75,226.19,153806.75,9.1,1.3,8.6,6.1,30,0.25,41.9,2025,3,March,21,Friday,0,0.7779411764705882,290.75,0.7779535683576956
2025-03-21,MIL006,Darling Harbour,Sydney,Australia,560,424,225.21,170.52,95489.04,8.2,1.3,6.6,7.5,31,0.23,37.0,2025,3,March,21,Friday,0,0.7571428571428571,225.20999999999998,0.7571599840149195
2025-03-21,MIL007,La Défense,Paris,France,480,409,280.18,238.74,114593.62,8.6,1.7,8.3,5.3,37,0.29,41.1,2025,3,March,21,Friday,0,0.8520833333333333,280.18,0.8520950817331715
2025-03-21,MIL008,Mitte,Berlin,Germany,390,268,203.7,139.98,54591.6,7.8,2.1,9.3,5.9,36,0.3,39.0,2025,3,March,21,Friday,0,0.6871794871794872,203.7,0.6871870397643594
2025-03-21,MIL009,Orchard Road,Singapore,Singapore,610,421,265.96,183.56,111969.16,8.5,1.7,9.9,5.0,32,0.27,42.2,2025,3,March,21,Friday,0,0.6901639344262295,265.96000000000004,0.6901789742818469
2025-03-21,MIL010,Union Square,San Francisco,USA,450,291,303.39,196.19,88286.49,8.5,2.5,8.0,4.7,32,0.29,41.5,2025,3,March,21,Friday,0,0.6466666666666666,303.39000000000004,0.6466594152740697
2025-03-22,MIL001,Times Square,New York,USA,650,505,317.54,246.7,160357.7,9.3,3.0,7.3,6.0,32,0.25,38.1,2025,3,March,22,Saturday,1,0.7769230769230769,317.54,0.7769099955911065
2025-03-22,MIL002,Marina Bay,Singapore,Singapore,720,484,246.55,165.74,119330.2,8.5,1.3,6.9,4.5,34,0.25,44.8,2025,3,March,22,Saturday,1,0.6722222222222223,246.54999999999998,0.6722368687892922
2025-03-22,MIL004,Hyde Park,London,UK,510,484,304.27,288.76,147266.68,8.8,1.4,9.7,5.1,31,0.25,39.6,2025,3,March,22,Saturday,1,0.9490196078431372,304.27,0.9490255365300556
2025-03-22,MIL005,Shinjuku,Tokyo,Japan,680,531,206.15,160.98,109465.65,8.5,2.3,9.8,6.6,32,0.24,44.0,2025,3,March,22,Saturday,1,0.7808823529411765,206.14999999999998,0.7808877031287896
2025-03-22,MIL006,Darling Harbour,Sydney,Australia,560,513,195.83,179.39,100460.79,8.9,1.8,9.6,4.6,37,0.23,43.2,2025,3,March,22,Saturday,1,0.9160714285714285,195.82999999999998,0.9160496348874022
2025-03-22,MIL007,La Défense,Paris,France,480,365,148.05,112.58,54038.25,8.6,2.4,6.2,4.5,30,0.27,37.1,2025,3,March,22,Saturday,1,0.7604166666666666,148.05,0.7604187774400539
2025-03-22,MIL008,Mitte,Berlin,Germany,390,342,250.26,219.46,85588.92,8.1,2.7,9.2,5.0,28,0.3,38.3,2025,3,March,22,Saturday,1,0.8769230769230769,250.26,0.8769279948853194
2025-03-22,MIL009,Orchard Road,Singapore,Singapore,610,438,282.4,202.77,123691.2,9.0,2.6,7.5,5.3,29,0.26,41.3,2025,3,March,22,Saturday,1,0.7180327868852459,282.4,0.7180240793201134
2025-03-22,MIL010,Union Square,San Francisco,USA,450,379,242.62,204.34,91952.98,7.4,2.0,8.9,7.2,29,0.25,37.3,2025,3,March,22,Saturday,1,0.8422222222222222,242.61999999999998,0.8422224054076334
2025-03-23,MIL001,Times Square,New York,USA,650,599,294.8,271.67,176585.2,8.6,3.4,6.3,6.3,28,0.29,40.8,2025,3,March,23,Sunday,1,0.9215384615384615,294.8,0.9215400271370421
2025-03-23,MIL002,Marina Bay,Singapore,Singapore,720,583,303.52,245.77,176952.16,9.0,1.5,6.2,7.1,31,0.23,40.2,2025,3,March,23,Sunday,1,0.8097222222222222,303.52,0.8097324723247233
2025-03-23,MIL003,Downtown Chicago,Chicago,USA,420,310,263.8,194.71,81778.0,9.2,3.5,8.9,5.0,37,0.26,37.4,2025,3,March,23,Sunday,1,0.7380952380952381,263.8,0.7380970432145565
2025-03-23,MIL004,Hyde Park,London,UK,510,388,265.11,201.69,102862.68,8.8,2.9,9.2,5.1,30,0.28,38.0,2025,3,March,23,Sunday,1,0.7607843137254902,265.10999999999996,0.7607785447550073
2025-03-23,MIL005,Shinjuku,Tokyo,Japan,680,628,245.82,227.02,154374.96,8.6,3.0,9.8,6.5,30,0.24,38.8,2025,3,March,23,Sunday,1,0.9235294117647059,245.82,0.9235212757302091
2025-03-23,MIL006,Darling Harbour,Sydney,Australia,560,518,244.4,226.07,126599.2,8.3,1.7,8.0,7.2,29,0.28,42.2,2025,3,March,23,Sunday,1,0.925,244.4,0.9249999999999999
2025-03-23,MIL007,La Défense,Paris,France,480,280,304.03,177.35,85128.4,8.2,2.8,6.2,7.0,32,0.27,38.0,2025,3,March,23,Sunday,1,0.5833333333333334,304.03,0.5833305923757525
2025-03-23,MIL008,Mitte,Berlin,Germany,390,337,309.56,267.49,104321.72,9.1,2.3,8.8,5.9,36,0.26,43.6,2025,3,March,23,Sunday,1,0.8641025641025641,309.56,0.8640974286083474
2025-03-23,MIL009,Orchard Road,Singapore,Singapore,610,452,318.77,236.2,144084.04,8.4,3.1,7.0,6.1,36,0.25,41.8,2025,3,March,23,Sunday,1,0.740983606557377,318.77000000000004,0.7409731154123663
2025-03-23,MIL010,Union Square,San Francisco,USA,450,287,240.05,153.1,68894.35,8.5,3.0,6.4,5.3,36,0.25,44.8,2025,3,March,23,Sunday,1,0.6377777777777778,240.05,0.6377837950426993
2025-03-24,MIL001,Times Square,New York,USA,650,446,254.88,174.89,113676.48,8.6,3.4,9.1,6.9,31,0.25,38.1,2025,3,March,24,Monday,0,0.6861538461538461,254.88,0.6861660389202762
2025-03-24,MIL002,Marina Bay,Singapore,Singapore,720,549,385.1,293.64,211419.9,8.1,2.7,7.2,7.3,29,0.3,36.1,2025,3,March,24,Monday,0,0.7625,385.09999999999997,0.7625032459101532
2025-03-24,MIL003,Downtown Chicago,Chicago,USA,420,240,249.41,142.52,59858.4,10.0,2.2,7.9,6.7,34,0.29,38.2,2025,3,March,24,Monday,0,0.5714285714285714,249.41,0.5714285714285715
2025-03-24,MIL004,Hyde Park,London,UK,510,319,322.56,201.76,102896.64,9.8,2.1,8.2,5.4,29,0.24,36.9,2025,3,March,24,Monday,0,0.6254901960784314,322.56,0.6254960317460317
2025-03-24,MIL005,Shinjuku,Tokyo,Japan,680,606,317.35,282.81,192314.1,8.6,2.5,10.4,6.1,37,0.23,37.7,2025,3,March,24,Monday,0,0.8911764705882353,317.35,0.891161178509532
2025-03-24,MIL006,Darling Harbour,Sydney,Australia,560,498,352.6,313.56,175594.8,7.8,3.1,10.4,5.7,28,0.28,41.4,2025,3,March,24,Monday,0,0.8892857142857142,352.59999999999997,0.8892796369824163
2025-03-24,MIL007,La Défense,Paris,France,480,373,196.0,152.31,73108.0,9.2,2.3,7.4,7.4,34,0.25,38.5,2025,3,March,24,Monday,0,0.7770833333333333,196.0,0.7770918367346938
2025-03-24,MIL008,Mitte,Berlin,Germany,390,333,219.37,187.31,73050.21,9.2,1.6,8.4,5.4,34,0.23,41.9,2025,3,March,24,Monday,0,0.8538461538461538,219.37000000000003,0.853854218899576
2025-03-24,MIL009,Orchard Road,Singapore,Singapore,610,453,282.69,209.93,128058.57,9.0,3.4,7.7,6.5,28,0.25,44.7,2025,3,March,24,Monday,0,0.7426229508196721,282.69,0.7426155859775726
2025-03-24,MIL010,Union Square,San Francisco,USA,450,411,178.83,163.33,73499.13,8.9,1.5,9.2,6.4,31,0.3,36.2,2025,3,March,24,Monday,0,0.9133333333333333,178.83,0.9133255046692389
2025-03-25,MIL001,Times Square,New York,USA,650,538,249.69,206.67,134333.22,8.0,2.4,9.7,4.8,37,0.28,37.6,2025,3,March,25,Tuesday,0,0.8276923076923077,249.69,0.8277063558812927
2025-03-25,MIL002,Marina Bay,Singapore,Singapore,720,502,223.35,155.72,112121.7,9.6,2.1,9.5,7.4,29,0.25,40.3,2025,3,March,25,Tuesday,0,0.6972222222222222,223.35,0.6972017013655697
2025-03-25,MIL003,Downtown Chicago,Chicago,USA,420,265,199.72,126.01,52925.8,8.8,2.2,6.9,6.9,36,0.26,38.7,2025,3,March,25,Tuesday,0,0.6309523809523809,199.72,0.630933306629281
2025-03-25,MIL004,Hyde Park,London,UK,510,381,197.75,147.73,75342.75,9.2,1.7,9.3,4.6,28,0.22,37.4,2025,3,March,25,Tuesday,0,0.7470588235294118,197.75,0.7470543615676358
2025-03-25,MIL005,Shinjuku,Tokyo,Japan,680,478,239.24,168.17,114356.72,7.3,3.2,7.8,5.5,30,0.25,38.9,2025,3,March,25,Tuesday,0,0.7029411764705882,239.24,0.7029342919244272
2025-03-25,MIL006,Darling Harbour,Sydney,Australia,560,455,206.81,168.03,94098.55,9.3,2.5,6.3,5.1,32,0.29,39.4,2025,3,March,25,Tuesday,0,0.8125,206.81,0.8124848895121126
2025-03-25,MIL007,La Défense,Paris,France,480,316,296.41,195.14,93665.56,8.2,1.6,9.4,4.5,33,0.25,40.6,2025,3,March,25,Tuesday,0,0.6583333333333333,296.40999999999997,0.6583448601599136
2025-03-25,MIL008,Mitte,Berlin,Germany,390,285,177.66,129.83,50633.1,9.1,1.9,9.3,7.1,29,0.23,44.1,2025,3,March,25,Tuesday,0,0.7307692307692307,177.66,0.7307778903523585
2025-03-25,MIL009,Orchard Road,Singapore,Singapore,610,518,168.75,143.3,87412.5,8.2,2.6,8.4,5.1,32,0.28,41.3,2025,3,March,25,Tuesday,0,0.8491803278688524,168.75,0.8491851851851853
2025-03-25,MIL010,Union Square,San Francisco,USA,450,336,264.86,197.76,88992.96,8.2,2.8,9.6,6.4,29,0.28,42.1,2025,3,March,25,Tuesday,0,0.7466666666666667,264.86,0.7466586120969568
2025-03-26,MIL001,Times Square,New York,USA,650,502,243.89,188.36,122432.78,9.4,1.7,8.7,7.2,35,0.29,44.8,2025,3,March,26,Wednesday,0,0.7723076923076924,243.89,0.7723153880847924
2025-03-26,MIL002,Marina Bay,Singapore,Singapore,720,474,307.94,202.73,145963.56,8.5,1.8,10.4,6.3,35,0.23,37.7,2025,3,March,26,Wednesday,0,0.6583333333333333,307.94,0.6583425342599207
2025-03-26,MIL003,Downtown Chicago,Chicago,USA,420,276,324.11,212.99,89454.36,9.6,2.0,6.5,4.7,33,0.26,42.7,2025,3,March,26,Wednesday,0,0.6571428571428571,324.11,0.6571534355620006
2025-03-26,MIL004,Hyde Park,London,UK,510,442,138.35,119.9,61150.7,8.9,2.1,6.1,5.5,37,0.29,39.0,2025,3,March,26,Wednesday,0,0.8666666666666667,138.35,0.8666425731839538
2025-03-26,MIL005,Shinjuku,Tokyo,Japan,680,606,272.74,243.06,165280.44,8.5,1.4,8.3,7.4,34,0.23,37.7,2025,3,March,26,Wednesday,0,0.8911764705882353,272.74,0.8911784116741218
