Date,Hotel_ID,Hotel_Name,City,Country,Available_Rooms,Occupied_Rooms,ADR (USD),RevPAR (USD),Total_Room_Revenue (USD),Guest_Satisfaction_Score,Complaint_Resolution_Time_Hours,Checkin_Time_Minutes,Checkout_Time_Minutes,Housekeeping_Turnover_Time_Min,Staff_to_Guest_Ratio,Energy_Consumption_per_Room_kWh
2025-03-24,MIL010,Milton Union Square,San Francisco,USA,450,411,178.83,163.33,73499.13,8.9,1.5,9.2,6.4,31,0.3,36.2
2025-03-25,MIL001,Milton Times Square,New York,USA,650,538,249.69,206.67,134333.22,8.0,2.4,9.7,4.8,37,0.28,37.6
2025-03-25,MIL002,Milton Marina Bay,Singapore,Singapore,720,502,223.35,155.72,112121.7,9.6,2.1,9.5,7.4,29,0.25,40.3
2025-03-25,MIL003,Milton Downtown Chicago,Chicago,USA,420,265,199.72,126.01,52925.8,8.8,2.2,6.9,6.9,36,0.26,38.7
2025-03-25,MIL004,Milton Hyde Park,London,UK,510,381,197.75,147.73,75342.75,9.2,1.7,9.3,4.6,28,0.22,37.4
2025-03-25,MIL005,Milton Shinjuku,Tokyo,Japan,680,478,239.24,168.17,114356.72,7.3,3.2,7.8,5.5,30,0.25,38.9
2025-03-25,MIL006,Milton Darling Harbour,Sydney,Australia,560,455,206.81,168.03,94098.55,9.3,2.5,6.3,5.1,32,0.29,39.4
2025-03-25,MIL007,Milton La Défense,Paris,France,480,316,296.41,195.14,93665.56,8.2,1.6,9.4,4.5,33,0.25,40.6
2025-03-25,MIL008,Milton Mitte,Berlin,Germany,390,285,177.66,129.83,50633.1,9.1,1.9,9.3,7.1,29,0.23,44.1
2025-03-25,MIL009,Milton Orchard Road,Singapore,Singapore,610,518,168.75,143.3,87412.5,8.2,2.6,8.4,5.1,32,0.28,41.3
2025-03-25,MIL010,Milton Union Square,San Francisco,USA,450,336,264.86,197.76,88992.96,8.2,2.8,9.6,6.4,29,0.28,42.1
2025-03-26,MIL001,Milton Times Square,New York,USA,650,502,243.89,188.36,122432.78,9.4,1.7,8.7,7.2,35,0.29,44.8
2025-03-26,MIL002,Milton Marina Bay,Singapore,Singapore,720,474,307.94,202.73,145963.56,8.5,1.8,10.4,6.3,35,0.23,37.7
2025-03-26,MIL003,Milton Downtown Chicago,Chicago,USA,420,276,324.11,212.99,89454.36,9.6,2.0,6.5,4.7,33,0.26,42.7
2025-03-26,MIL004,Milton Hyde Park,London,UK,510,442,138.35,119.9,61150.7,8.9,2.1,6.1,5.5,37,0.29,39.0
2025-03-26,MIL005,Milton Shinjuku,Tokyo,Japan,680,606,272.74,243.06,165280.44,8.5,1.4,8.3,7.4,34,0.23,37.7
2025-03-26,MIL006,Milton Darling Harbour,Sydney,Australia,560,434,286.05,221.69,124145.7,9.0,2.6,8.9,4.6,36,0.28,38.3
2025-03-26,MIL007,Milton La Défense,Paris,France,480,328,291.32,199.07,95552.96,8.4,2.2,8.3,5.9,30,0.22,41.4
2025-03-26,MIL008,Milton Mitte,Berlin,Germany,390,264,188.93,127.89,49877.52,8.2,3.2,9.4,7.1,32,0.23,42.3
2025-03-26,MIL009,Milton Orchard Road,Singapore,Singapore,610,458,196.87,147.81,90166.46,8.6,2.9,8.8,6.9,32,0.28,40.2
2025-03-26,MIL010,Milton Union Square,San Francisco,USA,450,401,259.02,230.82,103867.02,9.1,2.3,9.5,7.0,33,0.23,40.2
2025-03-27,MIL001,Milton Times Square,New York,USA,650,617,238.86,226.73,147376.62,8.8,1.7,7.4,5.3,33,0.22,37.4
2025-03-27,MIL002,Milton Marina Bay,Singapore,Singapore,720,644,247.04,220.96,159093.76,8.8,1.7,8.0,6.1,35,0.26,43.1
2025-03-27,MIL003,Milton Downtown Chicago,Chicago,USA,420,290,272.11,187.89,78911.9,8.6,2.1,9.3,6.2,31,0.23,38.0
2025-03-27,MIL004,Milton Hyde Park,London,UK,510,337,180.56,119.31,60848.72,9.7,2.4,6.8,6.5,36,0.24,40.4
2025-03-27,MIL005,Milton Shinjuku,Tokyo,Japan,680,475,268.45,187.52,127513.75,8.2,3.4,9.2,6.9,35,0.27,40.0
2025-03-27,MIL006,Milton Darling Harbour,Sydney,Australia,560,448,294.54,235.63,131953.92,8.7,2.5,8.4,5.9,30,0.22,38.2
2025-03-27,MIL007,Milton La Défense,Paris,France,480,260,268.67,145.53,69854.2,8.9,2.0,8.0,4.9,28,0.28,41.1
2025-03-27,MIL008,Milton Mitte,Berlin,Germany,390,302,233.4,180.74,70486.8,9.0,2.5,7.1,5.2,28,0.23,38.8
2025-03-27,MIL009,Milton Orchard Road,Singapore,Singapore,610,429,242.29,170.4,103942.41,8.9,1.3,9.9,7.4,30,0.26,36.2
2025-03-27,MIL010,Milton Union Square,San Francisco,USA,450,291,210.54,136.15,61267.14,9.8,1.8,6.9,6.5,32,0.23,42.2
2025-03-28,MIL001,Milton Times Square,New York,USA,650,578,269.03,239.23,155499.34,8.9,2.7,6.5,6.6,32,0.3,37.3
2025-03-28,MIL002,Milton Marina Bay,Singapore,Singapore,720,536,202.88,151.03,108743.68,9.6,3.4,7.5,7.4,37,0.24,43.2
2025-03-28,MIL003,Milton Downtown Chicago,Chicago,USA,420,363,138.16,119.41,50152.08,8.3,2.2,6.8,7.1,35,0.23,41.9
2025-03-28,MIL004,Milton Hyde Park,London,UK,510,350,276.61,189.83,96813.5,8.8,1.2,7.1,7.3,37,0.28,42.9
2025-03-28,MIL005,Milton Shinjuku,Tokyo,Japan,680,532,219.62,171.82,116837.84,8.3,3.1,6.6,5.9,37,0.23,44.8
2025-03-28,MIL006,Milton Darling Harbour,Sydney,Australia,560,406,260.73,189.03,105856.38,8.8,1.6,7.4,5.8,31,0.24,44.8
2025-03-28,MIL007,Milton La Défense,Paris,France,480,397,228.37,188.88,90662.89,8.6,1.6,8.9,6.6,34,0.25,38.3
2025-03-28,MIL008,Milton Mitte,Berlin,Germany,390,322,313.6,258.92,100979.2,8.6,2.2,7.9,5.0,32,0.26,36.2
2025-03-28,MIL009,Milton Orchard Road,Singapore,Singapore,610,564,246.93,228.31,139268.52,9.3,3.3,6.1,6.2,35,0.26,38.9
2025-03-28,MIL010,Milton Union Square,San Francisco,USA,450,415,307.18,283.29,127479.7,8.7,2.5,9.0,6.9,34,0.25,40.6
2025-03-29,MIL001,Milton Times Square,New York,USA,650,474,313.87,228.88,148774.38,8.2,3.3,6.4,6.4,32,0.25,42.1
2025-03-29,MIL002,Milton Marina Bay,Singapore,Singapore,720,545,266.63,201.82,145313.35,8.3,3.0,9.7,5.0,36,0.27,43.9
2025-03-29,MIL003,Milton Downtown Chicago,Chicago,USA,420,399,213.74,203.05,85282.26,7.7,2.1,7.7,5.4,30,0.29,36.6
2025-03-29,MIL004,Milton Hyde Park,London,UK,510,377,217.04,160.44,81824.08,9.0,2.0,6.3,5.3,35,0.29,38.0
2025-03-29,MIL005,Milton Shinjuku,Tokyo,Japan,680,398,152.68,89.36,60766.64,8.9,2.4,9.0,7.0,28,0.25,44.2
2025-03-29,MIL006,Milton Darling Harbour,Sydney,Australia,560,464,273.38,226.51,126848.32,9.7,2.4,7.6,6.1,34,0.25,42.4
2025-03-29,MIL007,Milton La Défense,Paris,France,480,372,261.51,202.67,97281.72,7.4,2.8,7.1,6.4,36,0.25,44.2
2025-03-29,MIL008,Milton Mitte,Berlin,Germany,390,258,314.09,207.78,81035.22,8.7,1.2,8.7,5.3,36,0.24,42.2
2025-03-29,MIL009,Milton Orchard Road,Singapore,Singapore,610,408,290.93,194.59,118699.44,8.6,1.9,9.6,6.9,32,0.27,41.4
2025-03-29,MIL010,Milton Union Square,San Francisco,USA,450,330,247.3,181.35,81609.0,9.4,1.8,7.2,6.1,32,0.26,36.8
2025-03-30,MIL001,Milton Times Square,New York,USA,650,447,291.28,200.31,130202.16,8.5,1.7,8.6,5.6,32,0.26,37.8
2025-03-30,MIL002,Milton Marina Bay,Singapore,Singapore,720,467,171.6,111.3,80137.2,7.8,1.3,8.2,6.2,33,0.28,37.6
2025-03-30,MIL003,Milton Downtown Chicago,Chicago,USA,420,359,233.11,199.25,83686.49,7.8,1.3,7.5,4.9,35,0.26,37.3
2025-03-30,MIL004,Milton Hyde Park,London,UK,510,397,277.37,215.91,110115.89,8.0,2.0,8.6,5.4,28,0.24,37.7
2025-03-30,MIL005,Milton Shinjuku,Tokyo,Japan,680,646,221.71,210.62,143224.66,10.2,3.4,8.7,5.9,33,0.29,43.5
2025-03-30,MIL006,Milton Darling Harbour,Sydney,Australia,560,461,209.58,172.53,96616.38,8.2,1.8,8.3,6.7,33,0.23,42.5
2025-03-30,MIL007,Milton La Défense,Paris,France,480,344,300.43,215.31,103347.92,8.2,3.2,9.8,6.1,34,0.29,40.5
2025-03-30,MIL008,Milton Mitte,Berlin,Germany,390,370,309.27,293.41,114429.9,8.2,1.7,7.7,7.1,35,0.25,37.9
2025-03-30,MIL009,Milton Orchard Road,Singapore,Singapore,610,393,219.55,141.45,86283.15,9.0,1.8,8.0,5.7,37,0.25,36.7
2025-03-30,MIL010,Milton Union Square,San Francisco,USA,450,317,268.11,188.87,84990.87,8.2,2.6,7.9,5.8,28,0.26,40.5
2025-03-31,MIL001,Milton Times Square,New York,USA,650,426,280.24,183.66,119382.24,8.3,3.4,9.8,5.2,31,0.24,40.4
2025-03-31,MIL002,Milton Marina Bay,Singapore,Singapore,720,522,302.61,219.39,157962.42,8.7,1.6,9.6,6.9,29,0.25,37.5
2025-03-31,MIL003,Milton Downtown Chicago,Chicago,USA,420,291,219.92,152.37,63996.72,7.4,3.4,6.6,7.4,30,0.28,39.1
2025-03-31,MIL004,Milton Hyde Park,London,UK,510,466,308.1,281.52,143574.6,7.9,2.5,8.1,6.0,35,0.23,42.0
2025-03-31,MIL005,Milton Shinjuku,Tokyo,Japan,680,559,227.73,187.21,127301.07,7.5,1.5,8.3,4.9,32,0.28,38.3
2025-03-31,MIL006,Milton Darling Harbour,Sydney,Australia,560,362,271.14,175.27,98152.68,8.7,2.8,9.8,5.7,35,0.22,37.1
2025-03-31,MIL007,Milton La Défense,Paris,France,480,353,201.45,148.15,71111.85,8.4,2.7,9.2,6.3,31,0.27,39.1
2025-03-31,MIL008,Milton Mitte,Berlin,Germany,390,341,243.45,212.86,83016.45,9.1,2.7,7.5,5.7,30,0.25,39.7
2025-03-31,MIL009,Milton Orchard Road,Singapore,Singapore,610,481,341.27,269.1,164150.87,10.3,3.3,6.2,6.2,36,0.24,43.9
2025-03-31,MIL010,Milton Union Square,San Francisco,USA,450,355,268.78,212.04,95416.9,9.0,2.2,6.2,7.3,32,0.22,42.2
2025-01-01,MIL001,Milton Times Square,New York,USA,650,437,257.68,173.24,112606.16,9.8,2.4,9.7,7.1,34,0.22,42.3
2025-01-01,MIL002,Milton Marina Bay,Singapore,Singapore,720,645,330.21,295.81,212985.45,7.5,2.7,7.6,7.3,29,0.27,36.0
2025-01-01,MIL003,Milton Downtown Chicago,Chicago,USA,420,315,229.77,172.33,72377.55,7.9,2.5,8.0,4.6,31,0.28,42.2
2025-01-01,MIL004,Milton Hyde Park,London,UK,510,369,302.56,218.91,111644.64,9.3,1.9,6.4,5.3,36,0.3,40.4
2025-01-01,MIL005,Milton Shinjuku,Tokyo,Japan,680,583,180.0,154.32,104940.0,9.1,3.0,9.4,6.3,34,0.27,41.7
2025-01-01,MIL006,Milton Darling Harbour,Sydney,Australia,560,423,273.11,206.3,115525.53,8.7,2.9,9.5,7.1,30,0.23,40.3
2025-01-01,MIL007,Milton La Défense,Paris,France,480,436,262.48,238.42,114441.28,9.9,2.4,6.2,6.3,36,0.23,41.3
2025-01-01,MIL008,Milton Mitte,Berlin,Germany,390,240,207.94,127.96,49905.6,8.9,1.5,10.4,5.7,30,0.23,42.0
2025-01-01,MIL009,Milton Orchard Road,Singapore,Singapore,610,573,315.08,295.97,180540.84,7.8,2.3,7.8,7.1,37,0.24,43.8
2025-01-01,MIL010,Milton Union Square,San Francisco,USA,450,309,280.74,192.77,86748.66,7.8,1.8,9.7,4.5,33,0.25,38.9
2025-01-02,MIL001,Milton Times Square,New York,USA,650,569,277.95,243.31,158153.55,9.3,1.8,8.3,5.9,28,0.26,42.0
2025-01-02,MIL002,Milton Marina Bay,Singapore,Singapore,720,584,329.12,266.95,192206.08,9.1,2.5,6.3,4.8,33,0.24,36.7
2025-01-02,MIL003,Milton Downtown Chicago,Chicago,USA,420,395,166.37,156.47,65716.15,9.4,2.7,7.5,6.8,34,0.27,41.0
2025-01-02,MIL004,Milton Hyde Park,London,UK,510,350,285.14,195.68,99799.0,8.6,3.1,8.6,5.3,30,0.25,40.3
2025-01-02,MIL005,Milton Shinjuku,Tokyo,Japan,680,539,175.12,138.81,94389.68,8.7,2.9,8.0,6.4,31,0.24,41.2
2025-01-02,MIL006,Milton Darling Harbour,Sydney,Australia,560,485,381.99,330.83,185265.15,8.7,1.9,7.7,4.8,28,0.24,36.7
2025-01-02,MIL007,Milton La Défense,Paris,France,480,379,246.6,194.71,93461.4,9.1,2.3,7.4,6.1,31,0.27,37.0
2025-01-02,MIL008,Milton Mitte,Berlin,Germany,390,289,319.13,236.48,92228.57,8.1,2.0,9.7,5.9,35,0.23,43.6
2025-01-02,MIL009,Milton Orchard Road,Singapore,Singapore,610,424,290.93,202.22,123354.32,8.4,3.4,7.2,5.9,28,0.25,41.1
2025-01-02,MIL010,Milton Union Square,San Francisco,USA,450,313,261.04,181.57,81705.52,9.1,3.1,8.5,4.6,31,0.27,44.6
2025-01-03,MIL001,Milton Times Square,New York,USA,650,481,283.23,209.59,136233.63,8.3,3.3,9.8,6.8,31,0.26,40.2
2025-01-03,MIL002,Milton Marina Bay,Singapore,Singapore,720,517,261.54,187.8,135216.18,7.7,1.3,6.6,7.2,35,0.25,40.7
2025-01-03,MIL003,Milton Downtown Chicago,Chicago,USA,420,384,226.8,207.36,87091.2,9.1,2.9,6.9,5.5,32,0.25,42.8
2025-01-03,MIL004,Milton Hyde Park,London,UK,510,435,221.55,188.97,96374.25,8.5,2.1,10.4,5.2,34,0.25,36.6
2025-01-03,MIL005,Milton Shinjuku,Tokyo,Japan,680,646,254.88,242.14,164652.48,9.4,1.9,6.4,7.3,31,0.27,43.1
2025-01-03,MIL006,Milton Darling Harbour,Sydney,Australia,560,438,313.42,245.14,137277.96,8.1,1.5,7.3,4.9,36,0.24,42.5
2025-01-03,MIL007,Milton La Défense,Paris,France,480,376,290.91,227.88,109382.16,7.5,1.9,8.1,6.3,37,0.3,43.8
2025-01-03,MIL008,Milton Mitte,Berlin,Germany,390,370,256.31,243.17,94834.7,9.3,2.7,10.0,5.7,37,0.25,41.4
2025-01-03,MIL009,Milton Orchard Road,Singapore,Singapore,610,484,262.93,208.62,127258.12,9.2,2.4,7.2,6.8,33,0.27,38.9
2025-01-03,MIL010,Milton Union Square,San Francisco,USA,450,313,366.53,254.94,114723.89,8.5,2.1,6.9,7.4,33,0.28,39.7
2025-01-04,MIL001,Milton Times Square,New York,USA,650,434,181.74,121.35,78875.16,9.4,2.4,8.2,4.9,32,0.23,37.1
2025-01-04,MIL002,Milton Marina Bay,Singapore,Singapore,720,397,267.23,147.35,106090.31,9.1,2.7,7.8,7.2,34,0.28,39.3
2025-01-04,MIL003,Milton Downtown Chicago,Chicago,USA,420,316,272.49,205.02,86106.84,8.1,1.8,9.8,4.6,28,0.24,37.8
2025-01-04,MIL004,Milton Hyde Park,London,UK,510,346,291.45,197.73,100841.7,8.3,2.5,6.0,5.8,32,0.23,42.1
2025-01-04,MIL005,Milton Shinjuku,Tokyo,Japan,680,602,303.51,268.7,182713.02,9.1,3.4,8.0,6.3,32,0.29,36.7
2025-01-04,MIL006,Milton Darling Harbour,Sydney,Australia,560,532,349.26,331.8,185806.32,8.7,3.0,8.6,7.2,37,0.23,39.6
2025-01-04,MIL007,Milton La Défense,Paris,France,480,416,263.53,228.39,109628.48,8.8,2.4,7.2,7.2,37,0.25,44.0
2025-01-04,MIL008,Milton Mitte,Berlin,Germany,390,271,324.64,225.58,87977.44,8.3,2.3,6.6,7.3,32,0.28,39.3
2025-01-04,MIL009,Milton Orchard Road,Singapore,Singapore,610,579,258.24,245.12,149520.96,9.4,2.8,9.2,6.0,37,0.26,40.1
2025-01-04,MIL010,Milton Union Square,San Francisco,USA,450,303,231.83,156.1,70244.49,8.1,1.3,8.9,5.2,31,0.28,38.9
2025-01-05,MIL001,Milton Times Square,New York,USA,650,464,236.83,169.06,109889.12,8.4,2.2,8.3,6.6,34,0.28,36.4
2025-01-05,MIL002,Milton Marina Bay,Singapore,Singapore,720,586,212.74,173.15,124665.64,8.1,1.5,7.3,5.4,33,0.27,39.4
2025-01-05,MIL003,Milton Downtown Chicago,Chicago,USA,420,288,315.95,216.65,90993.6,8.9,1.3,6.4,5.8,37,0.28,36.8
2025-01-05,MIL004,Milton Hyde Park,London,UK,510,305,281.36,168.26,85814.8,9.1,2.6,9.7,5.7,30,0.26,40.9
2025-01-05,MIL005,Milton Shinjuku,Tokyo,Japan,680,646,322.79,306.65,208522.34,8.8,3.4,6.4,5.3,32,0.29,40.5
2025-01-05,MIL006,Milton Darling Harbour,Sydney,Australia,560,453,233.02,188.5,105558.06,8.9,1.8,9.3,5.0,31,0.24,39.1
2025-01-05,MIL007,Milton La Défense,Paris,France,480,331,323.88,223.34,107204.28,8.2,3.1,7.7,6.4,35,0.24,44.0
2025-01-05,MIL008,Milton Mitte,Berlin,Germany,390,309,206.37,163.51,63768.33,9.9,1.6,10.2,6.8,30,0.25,43.3
2025-01-05,MIL009,Milton Orchard Road,Singapore,Singapore,610,539,294.39,260.12,158676.21,9.7,2.1,7.0,6.4,37,0.24,40.1
2025-01-05,MIL010,Milton Union Square,San Francisco,USA,450,329,281.17,205.57,92504.93,9.9,3.1,9.4,4.7,37,0.28,43.8
2025-01-06,MIL001,Milton Times Square,New York,USA,650,567,277.79,242.32,157506.93,8.5,3.2,6.9,4.7,35,0.29,37.5
2025-01-06,MIL002,Milton Marina Bay,Singapore,Singapore,720,504,279.76,195.83,140999.04,9.2,2.4,9.7,5.8,29,0.24,40.5
2025-01-06,MIL003,Milton Downtown Chicago,Chicago,USA,420,385,266.41,244.21,102567.85,8.9,3.0,6.9,4.7,36,0.23,38.2
2025-01-06,MIL004,Milton Hyde Park,London,UK,510,467,225.25,206.26,105191.75,9.7,3.2,7.3,4.5,31,0.27,39.4
2025-01-06,MIL005,Milton Shinjuku,Tokyo,Japan,680,601,264.38,233.67,158892.38,8.6,2.3,8.5,7.3,37,0.24,42.5
2025-01-06,MIL006,Milton Darling Harbour,Sydney,Australia,560,459,259.1,212.37,118926.9,8.6,2.3,6.1,6.6,30,0.26,38.7
2025-01-06,MIL007,Milton La Défense,Paris,France,480,358,207.31,154.62,74216.98,8.8,1.7,8.3,5.0,34,0.28,37.0
2025-01-06,MIL008,Milton Mitte,Berlin,Germany,390,243,225.24,140.34,54733.32,8.7,2.6,7.2,6.1,33,0.29,40.9
2025-01-06,MIL009,Milton Orchard Road,Singapore,Singapore,610,367,327.62,197.11,120236.54,9.2,2.2,9.7,7.0,29,0.28,38.6
2025-01-06,MIL010,Milton Union Square,San Francisco,USA,450,329,212.48,155.35,69905.92,8.1,2.9,7.0,4.5,35,0.23,36.9
2025-01-07,MIL001,Milton Times Square,New York,USA,650,466,199.34,142.91,92892.44,8.3,3.4,9.2,5.5,31,0.26,41.6
2025-01-07,MIL002,Milton Marina Bay,Singapore,Singapore,720,559,245.46,190.57,137212.14,8.5,3.2,7.2,5.6,36,0.27,39.1
2025-01-07,MIL003,Milton Downtown Chicago,Chicago,USA,420,323,337.86,259.83,109128.78,7.4,2.3,9.1,7.2,30,0.29,43.3
2025-01-07,MIL004,Milton Hyde Park,London,UK,510,407,234.85,187.42,95583.95,8.5,1.5,7.3,6.3,36,0.29,41.6
2025-01-07,MIL005,Milton Shinjuku,Tokyo,Japan,680,512,225.16,169.53,115281.92,8.3,2.0,6.8,6.4,32,0.26,39.8
2025-01-07,MIL006,Milton Darling Harbour,Sydney,Australia,560,436,337.66,262.89,147219.76,8.8,2.5,10.2,5.6,32,0.23,41.5
2025-01-07,MIL007,Milton La Défense,Paris,France,480,335,237.55,165.79,79579.25,9.7,1.4,9.1,6.4,29,0.26,42.5
2025-01-07,MIL008,Milton Mitte,Berlin,Germany,390,370,152.95,145.11,56591.5,9.1,1.9,8.7,7.3,34,0.23,40.1
2025-01-07,MIL009,Milton Orchard Road,Singapore,Singapore,610,537,241.85,212.91,129873.45,7.8,2.7,9.5,4.6,33,0.23,39.1
2025-01-07,MIL010,Milton Union Square,San Francisco,USA,450,258,240.58,137.93,62069.64,7.4,2.0,6.5,4.9,28,0.26,44.6
2025-01-08,MIL001,Milton Times Square,New York,USA,650,558,320.71,275.32,178956.18,9.3,1.4,8.3,6.6,33,0.29,36.7
2025-01-08,MIL002,Milton Marina Bay,Singapore,Singapore,720,595,275.39,227.58,163857.05,9.9,2.1,7.5,6.4,36,0.26,43.4
2025-01-08,MIL003,Milton Downtown Chicago,Chicago,USA,420,291,250.39,173.48,72863.49,7.8,2.9,9.3,4.7,30,0.24,40.9
2025-01-08,MIL004,Milton Hyde Park,London,UK,510,340,243.87,162.58,82915.8,8.0,2.0,9.6,6.0,29,0.28,39.6
2025-01-08,MIL005,Milton Shinjuku,Tokyo,Japan,680,480,197.03,139.08,94574.4,7.4,1.8,7.8,4.6,35,0.23,36.4
2025-01-08,MIL006,Milton Darling Harbour,Sydney,Australia,560,435,313.52,243.54,136381.2,9.1,3.1,8.2,5.1,35,0.28,38.2
2025-01-08,MIL007,Milton La Défense,Paris,France,480,393,267.64,219.13,105182.52,8.2,2.2,6.3,5.7,35,0.25,39.0
2025-01-08,MIL008,Milton Mitte,Berlin,Germany,390,327,304.74,255.51,99649.98,8.9,1.3,7.7,5.0,34,0.23,42.0
2025-01-08,MIL009,Milton Orchard Road,Singapore,Singapore,610,421,231.31,159.64,97381.51,8.5,2.3,8.3,5.5,29,0.25,42.1
2025-01-08,MIL010,Milton Union Square,San Francisco,USA,450,348,267.33,206.74,93030.84,9.6,2.6,6.9,5.4,29,0.24,38.0
2025-01-09,MIL001,Milton Times Square,New York,USA,650,617,298.0,282.87,183866.0,9.4,2.5,7.1,5.3,28,0.24,42.7
2025-01-09,MIL002,Milton Marina Bay,Singapore,Singapore,720,597,303.44,251.6,181153.68,9.1,2.2,9.1,5.7,29,0.25,41.2
2025-01-09,MIL003,Milton Downtown Chicago,Chicago,USA,420,240,264.02,150.87,63364.8,8.4,1.9,9.7,6.2,32,0.24,38.7
2025-01-09,MIL004,Milton Hyde Park,London,UK,510,398,309.67,241.66,123248.66,8.5,3.4,8.0,5.7,36,0.25,41.0
2025-01-09,MIL005,Milton Shinjuku,Tokyo,Japan,680,582,222.22,190.19,129332.04,9.5,3.0,7.0,6.6,36,0.25,37.6
2025-01-09,MIL006,Milton Darling Harbour,Sydney,Australia,560,444,259.82,206.0,115360.08,8.7,2.0,8.5,5.1,36,0.24,38.0
2025-01-09,MIL007,Milton La Défense,Paris,France,480,364,120.0,91.0,43680.0,8.3,1.6,9.2,6.8,32,0.28,42.6
2025-01-09,MIL008,Milton Mitte,Berlin,Germany,390,270,237.51,164.43,64127.7,9.0,1.6,6.6,4.9,35,0.26,43.0
2025-01-09,MIL009,Milton Orchard Road,Singapore,Singapore,610,513,325.5,273.74,166981.5,9.3,1.2,6.1,7.1,34,0.24,42.2
2025-01-09,MIL010,Milton Union Square,San Francisco,USA,450,287,230.43,146.96,66133.41,9.3,1.3,10.2,5.5,29,0.26,42.9
2025-01-10,MIL001,Milton Times Square,New York,USA,650,459,220.51,155.71,101214.09,8.9,3.3,6.7,7.4,37,0.29,37.9
2025-01-10,MIL002,Milton Marina Bay,Singapore,Singapore,720,465,318.46,205.67,148083.9,9.1,3.5,6.8,6.8,31,0.23,39.8
2025-01-10,MIL003,Milton Downtown Chicago,Chicago,USA,420,320,324.72,247.41,103910.4,8.8,2.1,8.8,5.6,31,0.28,44.4
2025-01-10,MIL004,Milton Hyde Park,London,UK,510,398,329.42,257.08,131109.16,8.8,1.4,7.0,6.0,28,0.24,40.7
2025-01-10,MIL005,Milton Shinjuku,Tokyo,Japan,680,646,283.39,269.22,183069.94,8.8,2.2,10.2,6.9,30,0.23,42.1
2025-01-10,MIL006,Milton Darling Harbour,Sydney,Australia,560,471,323.86,272.39,152538.06,8.9,2.9,8.8,7.5,33,0.23,43.5
2025-01-10,MIL007,Milton La Défense,Paris,France,480,413,227.38,195.64,93907.94,8.7,2.6,8.1,5.6,31,0.27,42.8
2025-01-10,MIL008,Milton Mitte,Berlin,Germany,390,309,213.83,169.42,66073.47,9.1,2.3,9.6,5.9,33,0.28,42.0
2025-01-10,MIL009,Milton Orchard Road,Singapore,Singapore,610,530,250.8,217.91,132924.0,8.5,2.9,9.6,7.1,37,0.24,42.4
2025-01-10,MIL010,Milton Union Square,San Francisco,USA,450,370,249.75,205.35,92407.5,8.1,3.2,7.7,6.3,33,0.27,44.8
2025-01-11,MIL001,Milton Times Square,New York,USA,650,513,231.3,182.55,118656.9,8.7,1.4,8.5,5.5,29,0.29,40.7
2025-01-11,MIL002,Milton Marina Bay,Singapore,Singapore,720,642,199.68,178.05,128194.56,8.5,3.3,6.8,5.4,33,0.24,37.9
2025-01-11,MIL003,Milton Downtown Chicago,Chicago,USA,420,294,268.64,188.05,78980.16,8.6,2.9,8.5,5.8,33,0.25,44.4
2025-01-11,MIL004,Milton Hyde Park,London,UK,510,369,266.98,193.17,98515.62,8.5,3.2,9.6,5.1,30,0.28,36.8
2025-01-11,MIL005,Milton Shinjuku,Tokyo,Japan,680,571,298.4,250.57,170386.4,8.4,2.9,9.1,7.0,28,0.22,39.4
2025-01-11,MIL006,Milton Darling Harbour,Sydney,Australia,560,452,268.6,216.8,121407.2,8.0,3.3,7.8,7.0,28,0.23,36.3
2025-01-11,MIL007,Milton La Défense,Paris,France,480,405,247.84,209.11,100375.2,8.8,2.2,10.2,4.9,30,0.22,39.9
2025-01-11,MIL008,Milton Mitte,Berlin,Germany,390,272,289.62,201.99,78776.64,8.5,2.6,8.8,6.1,28,0.26,45.0
2025-01-11,MIL009,Milton Orchard Road,Singapore,Singapore,610,436,245.3,175.33,106950.8,9.9,3.2,9.4,7.3,28,0.22,42.0
2025-01-11,MIL010,Milton Union Square,San Francisco,USA,450,337,214.97,160.99,72444.89,8.2,2.0,7.2,6.0,32,0.26,42.1
2025-01-12,MIL001,Milton Times Square,New York,USA,650,414,231.08,147.18,95667.12,8.4,2.9,9.4,6.5,30,0.27,41.1
2025-01-12,MIL002,Milton Marina Bay,Singapore,Singapore,720,488,388.93,263.61,189797.84,8.2,2.3,8.5,6.6,29,0.28,37.2
2025-01-12,MIL003,Milton Downtown Chicago,Chicago,USA,420,272,249.26,161.43,67798.72,9.5,3.4,8.9,5.6,34,0.24,44.2
2025-01-12,MIL004,Milton Hyde Park,London,UK,510,394,267.5,206.66,105395.0,9.3,1.9,7.3,4.6,36,0.26,38.9
2025-01-12,MIL005,Milton Shinjuku,Tokyo,Japan,680,620,254.57,232.11,157833.4,7.9,2.1,7.5,5.0,34,0.26,43.8
2025-01-12,MIL006,Milton Darling Harbour,Sydney,Australia,560,409,263.85,192.7,107914.65,8.5,3.0,9.4,7.2,35,0.29,39.0
2025-01-12,MIL007,Milton La Défense,Paris,France,480,358,260.1,193.99,93115.8,8.5,1.6,6.1,7.2,28,0.28,37.4
2025-01-12,MIL008,Milton Mitte,Berlin,Germany,390,286,318.98,233.92,91228.28,9.4,1.2,10.4,7.1,36,0.27,39.1
2025-01-12,MIL009,Milton Orchard Road,Singapore,Singapore,610,456,287.03,214.57,130885.68,8.2,3.3,6.6,5.2,33,0.28,41.6
